val_loss,val_acc,loss,acc
0.4854103438084639,0.7990506291389465,0.5304096965827718,0.7694131731987
0.4659062633408776,0.8037974834442139,0.4604372812916794,0.7998419404029846
0.46496068997473655,0.797468364238739,0.43658794545121543,0.8116973042488098
0.46160755165015593,0.8022152185440063,0.42489299077133585,0.8192057013511658
0.460860154674023,0.797468364238739,0.42060987721717163,0.8229598999023438
0.4629726907874964,0.8022152185440063,0.4095248003453281,0.8205888271331787
0.4584450865093666,0.7927215099334717,0.39939025967041275,0.8263189196586609
0.45255467918100234,0.797468364238739,0.3955927506734015,0.8288875818252563
0.45546360483652426,0.797468364238739,0.39323337565068905,0.8294803500175476
0.45357978494861456,0.8053797483444214,0.3866011114624314,0.8356056213378906
0.44759214320514773,0.7911392450332642,0.3812029967575859,0.8401501774787903
0.44880416272561763,0.7958860993385315,0.3748247371568784,0.8419284820556641
0.45837346775622306,0.800632894039154,0.37144982111098335,0.8387670516967773
0.4529340304905855,0.8053797483444214,0.3701270146634392,0.8454850912094116
