val_loss,val_acc,loss,acc
0.8781765103340149,0.22580644488334656,0.8764924143132148,0.23170116543769836
0.8495324850082397,0.25,0.847807452082634,0.24549999833106995
0.7877722978591919,0.24294355511665344,0.8308870679140091,0.22949999570846558
0.8040706515312195,0.25609755516052246,0.8012433085460846,0.2529025673866272
0.7924724817276001,0.2681451737880707,0.7790136605501174,0.27549999952316284
0.7838109731674194,0.29674795269966125,0.7610253852605819,0.28850001096725464
0.7648598551750183,0.3296371102333069,0.742188229878583,0.32559314370155334
0.7388243079185486,0.3455284535884857,0.7241482388973236,0.3720000088214874
0.7726669311523438,0.4054878056049347,0.7119472080469131,0.4154999852180481
0.7002707719802856,0.4838709533214569,0.6952919020067857,0.4916708767414093
0.6725214719772339,0.5457317233085632,0.6825475257635116,0.5644999742507935
0.6668938398361206,0.5836693644523621,0.671149228811264,0.6179999709129333
0.6591418981552124,0.630081295967102,0.6593821106806721,0.6733973026275635
0.6798073053359985,0.6925403475761414,0.6473660403490067,0.7245000004768372
0.6123231649398804,0.7113820910453796,0.6421957820247726,0.7213528752326965
0.6114344000816345,0.7469512224197388,0.6331704062223434,0.7384999990463257
0.6374393701553345,0.7489919066429138,0.6257752487600482,0.74659264087677
0.6988524198532104,0.7530487775802612,0.6052605934903695,0.7773851752281189
0.6163859367370605,0.7651209831237793,0.6052588790655136,0.765500009059906
