val_loss,val_acc,loss,acc
0.5326568454126769,0.7626582384109497,0.5539298664261009,0.74590003490448
0.5230760046198398,0.7848101258277893,0.518025445045395,0.7646710276603699
0.5116987852733347,0.7863923907279968,0.5070435000111335,0.77415531873703
0.5082423894465724,0.7863923907279968,0.4996264236667273,0.7810709476470947
0.5039035851442362,0.7863923907279968,0.49484354155416005,0.7842323780059814
0.5006920525544807,0.7848101258277893,0.490592805426174,0.7862082719802856
0.49932352406314656,0.7768987417221069,0.48736556845676093,0.7871962189674377
0.49596999981735324,0.7768987417221069,0.4842294159319014,0.7879865765571594
0.4923179577800292,0.780063271522522,0.4805298486356089,0.7881841659545898
0.5019005316344998,0.7879746556282043,0.47737415761161855,0.7899624705314636
0.49028652755520014,0.7816455960273743,0.47626361915702947,0.7909504175186157
0.4908243164985995,0.7816455960273743,0.47324538983314834,0.793914258480072
0.48692673274987863,0.7863923907279968,0.4725562696917635,0.7917407751083374
0.495890633780745,0.7863923907279968,0.46996508365303036,0.793914258480072
0.48429500962359995,0.7863923907279968,0.4692887004904303,0.7929263114929199
0.4829000413795061,0.7879746556282043,0.4667091060417298,0.7949022054672241
0.4817411754327484,0.7848101258277893,0.466066051179584,0.7964829206466675
0.48037840972972823,0.7832278609275818,0.46410392682629126,0.7982612252235413
0.48247973677478256,0.7863923907279968,0.4639607803773513,0.7974708676338196
0.47873759533785565,0.7848101258277893,0.4631169752225742,0.7970756888389587
0.4787971665964851,0.7848101258277893,0.46095175433125896,0.7956925630569458
0.47674193619927274,0.7895569801330566,0.4601026591376527,0.7958901524543762
0.4772170834903476,0.7863923907279968,0.45843103515362227,0.7990515828132629
0.4750892363394363,0.7863923907279968,0.4593730063229723,0.7994467616081238
0.4764863710991944,0.7895569801330566,0.4571705974713542,0.7996443510055542
0.47424751331534565,0.7911392450332642,0.455817989576619,0.7992491722106934
0.4789140645084502,0.7863923907279968,0.45465833448628806,0.8026081919670105
0.476192023746575,0.7895569801330566,0.4540686706054166,0.8006322979927063
0.4719821141113209,0.7895569801330566,0.4533744828546973,0.8026081919670105
0.48075932490674755,0.7958860993385315,0.4534767635536156,0.8061648011207581
