val_loss,val_acc,loss,acc
0.5010804231219654,0.7848101258277893,0.5478456329036857,0.7626951336860657
0.49097190146582037,0.7863923907279968,0.5107463949419392,0.7775143384933472
0.49264609672223464,0.7895569801330566,0.4867343562873214,0.7893697023391724
0.475371657858921,0.7943037748336792,0.47804315395857877,0.7937166690826416
0.48972580195227755,0.7863923907279968,0.46714950292107144,0.7968780994415283
0.4690297163928611,0.7990506291389465,0.45974210063663545,0.7962853312492371
0.4658229076598264,0.8022152185440063,0.4569217998904688,0.8033985495567322
0.46355932394537747,0.8037974834442139,0.44569686804805153,0.8073503375053406
0.4763437833967088,0.7990506291389465,0.43979773197872934,0.8091286420822144
0.4665626528896863,0.8037974834442139,0.43592745338332345,0.8105117678642273
0.4636372916306121,0.8037974834442139,0.4328804533458279,0.8130804300308228
