val_loss,val_acc,loss,acc
0.5127048869676227,0.7816455960273743,0.5544554663682568,0.758150577545166
0.5013860054785693,0.7863923907279968,0.5046181700913196,0.781663715839386
0.4855721360897716,0.7895569801330566,0.4830857316122958,0.787788987159729
0.477665554873551,0.8022152185440063,0.4762208345873369,0.7911480069160461
0.47527359765541705,0.8022152185440063,0.46539426012440555,0.7919383645057678
0.4722094831964638,0.7990506291389465,0.4570989266046774,0.7988539934158325
0.4666791622397266,0.8037974834442139,0.45049291036579947,0.8002371191978455
0.4836767149876945,0.797468364238739,0.44738709830620665,0.8018178343772888
0.4635888321112983,0.7990506291389465,0.43576760467298653,0.8077455163002014
0.46313464302050916,0.7990506291389465,0.43248832568517437,0.8095238208770752
0.45949660128430475,0.8053797483444214,0.42812073495731456,0.8120924830436707
0.45701450845108754,0.800632894039154,0.42602520122332105,0.813673198223114
0.4572987596068201,0.800632894039154,0.42314715646950773,0.8148587346076965
0.4580478343782546,0.8022152185440063,0.41910600158165295,0.8168346285820007
0.46691735730141026,0.8022152185440063,0.4156167388103668,0.8207864165306091
