val_loss,val_acc,loss,acc
0.511635206828389,0.780063271522522,0.664735358332815,0.7267338633537292
0.5113670049777513,0.7863923907279968,0.5393916273383231,0.7561746835708618
0.5187123000055929,0.7895569801330566,0.49253219681703814,0.7850227355957031
0.4994562823749796,0.7848101258277893,0.4712434834713251,0.7846275568008423
0.5385752871066709,0.7895569801330566,0.45256923664066073,0.8016202449798584
0.48296710084888,0.7895569801330566,0.43495775661174546,0.8061648011207581
0.4850750554211532,0.7958860993385315,0.40780267091436695,0.8203912377357483
0.48833905990365184,0.7958860993385315,0.3935252148345204,0.8259237408638
0.48255030659935144,0.7848101258277893,0.3797587379364187,0.8314562439918518
0.4760452126966247,0.7816455960273743,0.3670090091766411,0.8399525880813599
0.483956403370145,0.7832278609275818,0.3503192822029161,0.8480537533760071
0.5327019502373436,0.7863923907279968,0.33552807797908757,0.8561549186706543
0.49249041646341735,0.7927215099334717,0.32709970977838226,0.8577356338500977
